loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,learning_rate
0.12926334142684937,0.35953211784362793,0.018129512667655945,0.13464587926864624,0.0005000000237487257
0.07332462072372437,0.2707851827144623,0.016942188143730164,0.13016216456890106,0.0005000000237487257
0.059440843760967255,0.243804931640625,0.016675379127264023,0.1291331797838211,0.0005000000237487257
0.049950432032346725,0.22349593043327332,0.015124394558370113,0.12298128008842468,0.0005000000237487257
0.03919191658496857,0.1979694813489914,0.016797306016087532,0.12960441410541534,0.0005000000237487257
0.03422955423593521,0.1850123107433319,0.011942331679165363,0.10928097367286682,0.0005000000237487257
0.03599648177623749,0.18972738087177277,0.011970235966145992,0.10940857231616974,0.0005000000237487257
0.035120781511068344,0.18740539252758026,0.014032060280442238,0.11845699697732925,0.0005000000237487257
0.024658992886543274,0.1570318192243576,0.01454131118953228,0.12058735638856888,0.0005000000237487257
0.02860403247177601,0.16912727057933807,0.02262968383729458,0.15043166279792786,0.0005000000237487257
0.04042883217334747,0.20106922090053558,0.02728538028895855,0.16518287360668182,0.0005000000237487257
0.021298065781593323,0.14593857526779175,0.05716870352625847,0.23909977078437805,0.0005000000237487257
0.019907793030142784,0.14109498262405396,0.11951437592506409,0.3457084894180298,0.0005000000237487257
0.017277950420975685,0.13144561648368835,0.19180336594581604,0.4379536211490631,0.0005000000237487257
0.01886233128607273,0.13734020292758942,0.15623615682125092,0.39526718854904175,0.00035000001662410796
0.019704021513462067,0.14037100970745087,0.04264908656477928,0.2065165638923645,0.00035000001662410796
0.016870809718966484,0.1298876851797104,0.027815954759716988,0.16678115725517273,0.00035000001662410796
0.014558939263224602,0.12066043168306351,0.07321856170892715,0.27058929204940796,0.00035000001662410796
0.014720852486789227,0.12132952362298965,0.0914214551448822,0.30235981941223145,0.00035000001662410796
0.01423848606646061,0.11932513117790222,0.08519697189331055,0.2918851971626282,0.00035000001662410796
0.011653120629489422,0.1079496219754219,0.03711199760437012,0.19264474511146545,0.00035000001662410796
0.01676780730485916,0.12949056923389435,0.10089369863271713,0.31763768196105957,0.00035000001662410796
0.01382164005190134,0.11756546795368195,0.1675061285495758,0.4092751145362854,0.00024500000290572643
0.010944369249045849,0.10461533814668655,0.11746994405984879,0.34273889660835266,0.00024500000290572643
0.015331543050706387,0.12382061034440994,0.18102121353149414,0.425465852022171,0.00024500000290572643
0.007582873571664095,0.08707969635725021,0.1933196783065796,0.43968135118484497,0.00024500000290572643
